,Text,Text_unigram,Text_tfidf,word_count,unigram_count,unique_word_count,unique_unigram_count,stopword_count,mean_word_length,mean_unigram_length,char_count,punctuation_count,number_count,Sentiment
  (0, 128)	0.2297385927570086",16,9,14,9,8,3.875,4.222222222222222,77,2,0,-1
47,"S rare to hold something that long when 'not working', but was never invalidated either, rationale and long-term trend remained intact","['rare', 'hold', 'something', 'long', ""'"", 'not', 'working', ""'"", ',', 'never', 'invalidated', 'either', ',', 'rationale', 'long-term', 'trend', 'remained', 'intact']","  (0, 1196)	0.3304574113204875
  (0, 1015)	0.32284782664602935
  (0, 741)	0.3370115066659954
  (0, 417)	0.36398462229608974
  (0, 660)	0.32651157154846255
  (0, 659)	0.4196067891746095
  (0, 766)	0.19080018057234802
  (0, 569)	0.27766819243275925
  (0, 1110)	0.2683204544152525
  (0, 1075)	0.26893448107409035",21,18,21,16,7,5.428571428571429,5.222222222222222,134,5,0,1
48,user: Building a position in ZNGA. ooking to add on pullbacks. Can't ignore the volume and the story  ,"['user', ':', 'building', 'position', 'znga', '.', 'ooking', 'add', 'on', 'pullback', '.', 'cannot', 'ignore', 'volume', 'story']","  (0, 251)	0.3438826605844998
  (0, 793)	0.35951043947864003
  (0, 804)	0.3205082393226636
  (0, 1221)	0.28948949169345695
  (0, 268)	0.33410548831143294
  (0, 143)	0.3156307805148674
  (0, 1048)	0.346649528144074
  (0, 891)	0.28948949169345695
  (0, 864)	0.2487193218609783
  (0, 1152)	0.20301671112134392
  (0, 1133)	0.16754519246654656
  (0, 783)	0.13999805966046808",18,15,17,14,7,4.611111111111111,4.6,102,4,0,1
49,"JCP In oscillating range, oscillators say over-sold, bounced on volume at pivot point, contracted B-Bands, i see a test of 16.50.","['jcp', 'oscillating', 'range', ',', 'oscillator', 'say', 'over-sold', ',', 'bounced', 'on', 'volume', 'pivot', 'point', ',', 'contracted', 'b-bands', ',', 'see', 'test', '16.50', '.']","  (0, 238)	0.346040133923032
  (0, 903)	0.29518704508519733
  (0, 847)	0.3380846244870515
  (0, 1012)	0.27587784052417536
  (0, 613)	0.28827313542784677
  (0, 796)	0.293721626137928
  (0, 19)	0.26939490537437993
  (0, 949)	0.24866403231295503
  (0, 855)	0.22098452416818123
  (0, 73)	0.19883740341637446
  (0, 1152)	0.18892453526384226
  (0, 1076)	0.2789513170867474
  (0, 823)	0.18222707156615153
  (0, 958)	0.21650262729837538
  (0, 783)	0.13028025236496354",21,21,21,18,6,5.190476190476191,4.761904761904762,129,8,0,1
50,AAP  Probabilities rising for a test of the 2003 trendline in the ST. Mean reversion pts to 350.  ,"['aap', 'probability', 'rising', 'test', '2003', 'trendline', 'st', '.', 'mean', 'reversion', 'pt', '350', '.']","  (0, 50)	0.3887120380445945
  (0, 1031)	0.4039773201286477
  (0, 935)	0.37151106061810985
  (0, 887)	0.36238692951660484
  (0, 1112)	0.3794640680346272
  (0, 699)	0.366766317213547
  (0, 1076)	0.3333189307086541
  (0, 128)	0.1635496912693246",18,13,17,12,7,4.333333333333333,4.538461538461538,98,2,1,-1
51,JCC this will turn and be the darling agian up very big - I am OADING up down here - mark my words 1.75 - will re share at 2.15++ target,"['jcc', 'turn', 'darling', 'agian', 'big', '-', 'oading', '-', 'mark', 'word', '1.75', '-', 'share', '2.15+', '+', 'target']","  (0, 687)	0.4663516014322593
  (0, 104)	0.3725422613831308
  (0, 224)	0.3283339295168283
  (0, 1121)	0.4389141283591895
  (0, 1069)	0.3283339295168283
  (0, 983)	0.3300048572477327
  (0, 18)	0.3557714025898981",31,16,27,14,16,3.4193548387096775,3.75,136,7,0,1
52,user: ANA looks like a coil setting up,"['user', ':', 'ana', 'look', 'like', 'coil', 'setting']","  (0, 171)	0.5320457895243899
  (0, 665)	0.44802083095588674
  (0, 978)	0.4827806747454967
  (0, 663)	0.3440419611537376
  (0, 643)	0.31581209262285115
  (0, 1133)	0.255000557038439",8,7,8,7,2,3.875,3.857142857142857,38,1,0,1
53,"For years hospitals and large physician practices had a steady, predictable stream of sales and profits. The coronaâ€¦ https://t.co/PXcUx8bi7Y","['year', 'hospital', 'large', 'physician', 'practice', 'steady', ',', 'predictable', 'stream', 'sale', 'profit', '.', 'coronaâ', '€', '¦', 'https://t.co/pxcux8bi7y']","  (0, 578)	0.21704187492578442
  (0, 577)	0.21673991185639666
  (0, 1050)	0.49753028933481563
  (0, 303)	0.21524952291425975
  (0, 944)	0.4014595151033017
  (0, 886)	0.35414979341162445
  (0, 628)	0.4587486831139668
  (0, 1213)	0.33912492759675855",19,16,18,16,7,6.526315789473684,6.3125,142,7,0,1
54,BAC is going to play catch up to the Breakouts we have seen in C JPM and WFC It's Obvious IMO!,"['bac', 'going', 'play', 'catch', 'breakout', 'seen', 'c', 'jpm', 'wfc', 'obvious', 'going', '!']","  (0, 1185)	0.36451257892228667
  (0, 961)	0.385751198735128
  (0, 276)	0.38957715959641376
  (0, 850)	0.3157542949212442
  (0, 245)	0.2626865184249395
  (0, 518)	0.4853334530302979
  (0, 615)	0.32241683012099726
  (0, 198)	0.24155760079867822",21,12,20,11,10,3.5238095238095237,4.083333333333333,94,2,0,1
55,"Green Weekly Triangle on FNFG,....Open Sell Short at 8.22  ","['green', 'weekly', 'triangle', 'on', 'fnfg', ',', '...', 'open', 'sell', 'short', '8.22']","  (0, 964)	0.3486590841124864
  (0, 1182)	0.28161218729112203
  (0, 532)	0.30511805700243666
  (0, 1114)	0.2581906568111263
  (0, 1181)	0.27954643865546525
  (0, 530)	0.2942503503575897
  (0, 34)	0.29699896555975386
  (0, 962)	0.26916162847893726
  (0, 529)	0.2595587814902557
  (0, 1113)	0.2454565450195847
  (0, 1178)	0.24949593298632353
  (0, 807)	0.2624064933137588
  (0, 987)	0.18574049588880082
  (0, 783)	0.14408862049904797",9,11,9,11,2,5.444444444444445,4.181818181818182,59,6,0,-1
56,SHD - Appearance of a 180 Bullish Cup and Handle. Someone has put on a SPD.  ,"['shd', '-', 'appearance', '180', 'bullish', 'cup', 'handle', '.', 'someone', 'put', 'on', 'spd', '.']","  (0, 894)	0.309080786278589
  (0, 1014)	0.4193667037978731
  (0, 986)	0.40578808994142734
  (0, 355)	0.39469355459487304
  (0, 540)	0.3811149407384273
  (0, 354)	0.3831779001052889
  (0, 254)	0.2972661067484242
  (0, 783)	0.16647107832157768",16,13,15,12,6,3.75,3.8461538461538463,77,3,1,1
57,AGCO been adding on pull backs. Great company not only large machinery but also serves hobby farms I expect a lot of growth couple of years,"['agco', 'adding', 'on', 'pull', 'back', '.', 'great', 'company', 'not', 'large', 'machinery', 'also', 'serf', 'hobby', 'farm', 'expect', 'lot', 'growth', 'couple', 'year']","  (0, 441)	0.3234151718609031
  (0, 890)	0.3361161518808551
  (0, 534)	0.277327143769251
  (0, 307)	0.2518960684510534
  (0, 671)	0.27526833764725567
  (0, 628)	0.3134107258270925
  (0, 163)	0.27048193386351554
  (0, 145)	0.3070886713042732
  (0, 766)	0.17619157113725914
  (0, 889)	0.3051559506906795
  (0, 199)	0.20913310881261557
  (0, 528)	0.24949833684782244
  (0, 1213)	0.23168543827243165
  (0, 783)	0.12952170527546522",26,20,25,20,9,4.384615384615385,4.6,139,1,0,1
58,Charles Sizemore on Straight Talk About Money - Sizemore Insights  MSFT DE,"['charles', 'sizemore', 'on', 'straight', 'talk', 'money', '-', 'sizemore', 'insight', 'msft', 'de']","  (0, 1049)	0.4728200402357249
  (0, 1068)	0.4985269058828148
  (0, 368)	0.4134745327450147
  (0, 717)	0.37770953605756225
  (0, 729)	0.4231536146092795
  (0, 783)	0.18768982190829822",12,11,11,10,2,5.166666666666667,5.090909090909091,74,1,0,1
59,"RT @WSJheard: The saga over Starbucks' Chinese challenger Luckin may give investors the caffeine crash they needed, says @jackycwong
https:â€¦","['rt', '@wsjheard', ':', 'saga', 'over', 'starbucks', ""'"", 'chinese', 'challenger', 'luckin', 'may', 'give', 'investor', 'caffeine', 'crash', 'needed', ',', 'say', '@jackycwong', 'http', ':', 'â', '€', '¦']","  (0, 938)	0.34712064495036793
  (0, 508)	0.43057645792970983
  (0, 603)	0.38066912769321043
  (0, 338)	0.47822952573242045
  (0, 949)	0.3589777073288768
  (0, 696)	0.3498987540220019
  (0, 823)	0.26306762484147245",20,24,20,23,4,6.15,4.583333333333333,142,6,0,1
60,Coronavirus cases rise in the U.S. as officials weigh when to restart the economy  https://t.co/swFM9pg2eH,"['coronavirus', 'case', 'rise', '.', '.', 'official', 'weigh', 'restart', 'economy', 'https://t.co/swfm9pg2eh']","  (0, 321)	0.33247267797570995
  (0, 578)	0.23259019099340864
  (0, 577)	0.2322665960741984
  (0, 934)	0.48169554927335434
  (0, 303)	0.23066943954012117
  (0, 271)	0.5331720667311795
  (0, 409)	0.4603308641960749",15,10,14,9,6,6.066666666666666,7.1,106,7,0,-1
61,"user: SHD can operate with out a retail store. JCP cannot. Big difference Sears is even worse, they need a retail store even more","['user', ':', 'shd', 'operate', 'out', 'retail', 'store', '.', 'jcp', 'cannot', '.', 'big', 'difference', 'sears', 'even', 'worse', ',', 'need', 'retail', 'store', 'even']","  (0, 926)	0.5286699485513743
  (0, 268)	0.24038104869124657
  (0, 224)	0.1786471439586197
  (0, 613)	0.22287646599573013
  (0, 986)	0.24552693118489555
  (0, 434)	0.43299357988178366
  (0, 1047)	0.5122381435154056
  (0, 736)	0.18777220157771285
  (0, 821)	0.14557482748322553
  (0, 1133)	0.12054482933469078",24,21,21,17,8,4.416666666666667,4.142857142857143,129,4,0,-1
62,"Amazon To Add 75,000 More Jobs Amid Coronavirus Pandemic
https://t.co/nIWBVxFEmi","['amazon', 'add', '75,000', 'job', 'amid', 'coronavirus', 'pandemic', 'https://t.co/niwbvxfemi']","  (0, 168)	0.30283622404236693
  (0, 167)	0.26167029538257564
  (0, 326)	0.3254130455878516
  (0, 829)	0.30163385993928443
  (0, 321)	0.2287584570835856
  (0, 578)	0.16003412234768924
  (0, 577)	0.1598114722493734
  (0, 1)	0.31071303347223284
  (0, 303)	0.15871254566484616
  (0, 165)	0.3668500524256672
  (0, 104)	0.2813130092409953
  (0, 614)	0.3235547274612747
  (0, 143)	0.31515915096938285",10,8,10,8,2,7.1,8.0,80,6,0,1
63,"user Market only seemed to care about beating expectations, which were inflated it seems SII","['user', 'market', 'seemed', 'care', 'beating', 'expectation', ',', 'inflated', 'seems', 'sii']","  (0, 214)	0.5089446508976609
  (0, 442)	0.5381590709906937
  (0, 960)	0.529788554419585
  (0, 688)	0.32098068217258036
  (0, 1133)	0.260106989354617",15,10,15,10,6,5.2,5.5,92,1,0,1
64,NVDA - IHS daily oversold   ,"['nvda', '-', 'ihs', 'daily', 'oversold']","  (0, 827)	0.6427191699283966
  (0, 771)	0.5789733482894301
  (0, 360)	0.5016990438271525",5,5,5,5,0,4.2,4.2,28,1,0,1
65,AAP drops over 25% since Sep b/c of concerns of maybe a 10% bump in Android phone sales? #mathfail #oversell,"['aap', 'drop', 'over', '25', '%', 'since', 'sep', 'b', '/', 'c', 'concern', 'maybe', '10', '%', 'bump', 'android', 'phone', 'sale', '?', '#mathfail', '#oversell']","  (0, 844)	0.4373903545512792
  (0, 396)	0.3625849364394624
  (0, 697)	0.39144556865934593
  (0, 944)	0.36766498805160114
  (0, 1001)	0.3243377592623687
  (0, 11)	0.2920510652012683
  (0, 37)	0.3256881668813252
  (0, 823)	0.24285572905293293
  (0, 128)	0.18241209116118184",20,21,19,20,5,4.45,3.761904761904762,108,6,0,1
66, - any day now. When it gets below 61.60.   ,"['-', 'day', '.', 'get', '61.60', '.']","  (0, 90)	0.6417501613955487
  (0, 88)	0.5112146293002459
  (0, 364)	0.3531219011415717
  (0, 505)	0.44957897645726463",9,6,9,5,4,3.5555555555555554,2.3333333333333335,44,4,0,-1
67,"Sensex ends 3,935 points lower, Nifty settles at 7,610 as markets take 13% hit after a day's breather amid coronavi… https://t.co/DZP6sUya4V","['sensex', 'end', '3,935', 'point', 'lower', ',', 'nifty', 'settle', '7,610', 'market', 'take', '13', '%', 'hit', ""day's"", 'breather', 'amid', 'coronavi', '…', 'https://t.co/dzp6suya4v']","  (0, 859)	0.30196816524107767
  (0, 675)	0.30196816524107767
  (0, 969)	0.29405357931048154
  (0, 756)	0.21317119405431426
  (0, 968)	0.2095815434265269
  (0, 167)	0.22230012599913193
  (0, 578)	0.1359558428672174
  (0, 577)	0.135766692070269
  (0, 303)	0.13483310685821032
  (0, 421)	0.2376516540149353
  (0, 858)	0.2797932048801624
  (0, 674)	0.21508383993918972
  (0, 15)	0.2344816300400857
  (0, 1065)	0.2241878164138074
  (0, 567)	0.23039982964828665
  (0, 979)	0.3154320028422055
  (0, 364)	0.16461586714341161
  (0, 855)	0.20143788024023088
  (0, 688)	0.17538591017078575",21,20,21,20,4,5.714285714285714,5.3,140,10,0,-1
68,user: BAC once upon a time this stock was 17.xx>> History repeats itself -Mickey Mouse,"['user', ':', 'bac', 'upon', 'time', 'stock', '17.xx', '>', '>', 'history', 'repeat', '-', 'mickey', 'mouse']","  (0, 566)	0.5153232194277848
  (0, 1042)	0.27280252441311553
  (0, 20)	0.40604531332318977
  (0, 1135)	0.4903221928785912
  (0, 198)	0.3126658325014781
  (0, 1090)	0.3189760386792586
  (0, 1133)	0.2350031421621052",15,14,15,13,5,4.8,3.7857142857142856,86,5,0,1
69,YHOO setting up for it's new 2013 range 22- 30 - move starts this week,"['yhoo', 'setting', 'new', '2013', 'range', '22', '-', '30', '-', 'move', 'start', 'week']","  (0, 1218)	0.3570925474122965
  (0, 903)	0.362330792148135
  (0, 1033)	0.3149281740398357
  (0, 34)	0.3296186635920556
  (0, 31)	0.3450595436875406
  (0, 978)	0.362330792148135
  (0, 1176)	0.26201987801144244
  (0, 725)	0.2588248412448669
  (0, 742)	0.253764540696924
  (0, 42)	0.28806638608034946",15,12,15,11,4,3.7333333333333334,3.5,70,3,2,1
70,CBMX long 4.90 -4.95 play thru 5.00 again,"['cbmx', 'long', '4.90', '-4.95', 'play', 'thru', '5.00']","  (0, 122)	0.44854739197804344
  (0, 659)	0.30456261797613127
  (0, 850)	0.4237849820073701
  (0, 118)	0.4109207482428538
  (0, 1086)	0.4712761410806745
  (0, 0)	0.3680979155304673",8,7,8,7,1,4.25,4.142857142857143,41,4,0,1
71,The loss will help push SoftBank into some of the worst results in the companyâ€™s 39-year history https://t.co/XbYyDRNm1W,"['loss', 'help', 'push', 'softbank', 'worst', 'result', 'companyâ', '€', '™', '39', '-', 'year', 'history', 'https://t.co/xbyydrnm1w']","  (0, 578)	0.168698577378763
  (0, 577)	0.1684638727152318
  (0, 924)	0.3712159004134846
  (0, 566)	0.3867117902585747
  (0, 1198)	0.3391822190888357
  (0, 559)	0.35166812843568407
  (0, 303)	0.16730544881954115
  (0, 669)	0.2965436605700232
  (0, 893)	0.3450641990990255
  (0, 54)	0.33558991254000725
  (0, 1213)	0.2635891938309674",18,14,17,14,8,5.833333333333333,5.571428571428571,122,6,0,1
72,"Amazon, Flipkart Operations Being Disrupted Amid Lockdown: Report
https://t.co/2lk47RpCzv","['amazon', ',', 'flipkart', 'operation', 'disrupted', 'amid', 'lockdown', ':', 'report', 'https://t.co/2lk47rpczv']","  (0, 921)	0.41948354352138256
  (0, 920)	0.4155916320262852
  (0, 655)	0.36668954107990875
  (0, 167)	0.30881150834200727
  (0, 578)	0.1888650702064752
  (0, 577)	0.1886023085789359
  (0, 303)	0.18730540487181535
  (0, 165)	0.43293992487486005
  (0, 919)	0.35739368502027047",9,10,9,10,1,9.0,7.5,89,7,0,-1
73,"user: user  look  AAP, it is a fish rolling on the beach and dying -->You should sell it Short ? IMHO #doubleFY&die","['user', ':', 'user', 'look', 'aap', ',', 'fish', 'rolling', 'on', 'beach', 'dying', '-->', 'sell', 'short', '?', 'imho', '#doublefy', '&', 'die']","  (0, 964)	0.4323136074077306
  (0, 962)	0.33374215640951793
  (0, 1137)	0.3989531049675396
  (0, 663)	0.2884747752668003
  (0, 582)	0.39532400323731715
  (0, 987)	0.23030561221081502
  (0, 128)	0.1877012556224003
  (0, 1133)	0.42762939809950234
  (0, 783)	0.17866011285181393",22,19,21,18,8,4.181818181818182,3.6842105263157894,115,8,0,1
74,NFX 193.40 stop now on rest of position,"['nfx', '193.40', 'stop', 'on', 'rest', 'position']","  (0, 923)	0.5449114753686404
  (0, 750)	0.40126944845633766
  (0, 864)	0.3971485294892514
  (0, 1045)	0.3493415563473026
  (0, 56)	0.46077690535851384
  (0, 783)	0.22354525217216947",8,6,8,6,3,4.0,4.5,39,1,0,1
75,MAKO on watch list moving up toward line at 12.54 with volume of 54% of ave full day   ,"['mako', 'on', 'watch', 'list', 'moving', 'toward', 'line', '12.54', 'volume', '54', '%', 'ave', 'full', 'day']","  (0, 727)	0.22619871218009624
  (0, 191)	0.25345588838525335
  (0, 798)	0.26862159992535994
  (0, 190)	0.25345588838525335
  (0, 797)	0.243748413795567
  (0, 189)	0.24628631323742284
  (0, 490)	0.22780398784000108
  (0, 1167)	0.21410724751504565
  (0, 489)	0.21353316734943834
  (0, 364)	0.14912035074980629
  (0, 82)	0.5244614783859776
  (0, 652)	0.20821103220961207
  (0, 1164)	0.1705219955508864
  (0, 1152)	0.1560029701992348
  (0, 648)	0.1985502512247864
  (0, 14)	0.19933675330101777
  (0, 783)	0.10757790828415482",18,14,17,14,6,3.7222222222222223,3.9285714285714284,87,2,0,1
76,"Trade idea short  after the trend break  62 , target 45, cut above 71  ","['trade', 'idea', 'short', 'trend', 'break', '62', ',', 'target', '45', ',', 'cut', '71']","  (0, 91)	0.36748728547201875
  (0, 100)	0.35228936616157636
  (0, 1102)	0.3838724204021346
  (0, 358)	0.3082877169263054
  (0, 581)	0.3258339727006813
  (0, 1069)	0.2563282520904563
  (0, 67)	0.3143666997919096
  (0, 1110)	0.2764754698240931
  (0, 241)	0.24113033278001392
  (0, 987)	0.18630132686043424
  (0, 1101)	0.2417785479279123",14,12,14,11,3,3.857142857142857,3.4166666666666665,71,2,2,-1
77,ISG someone got a margin call on this move...Craziness in the market towards the close SPY DIA QQQ could not break through Mon.'s high,"['isg', 'someone', 'got', 'margin', 'call', 'on', 'move', '...', 'craziness', 'market', 'towards', 'close', 'spy', 'dia', 'qqq', 'could', 'not', 'break', 'mon', '.', ""'"", 'high']","  (0, 381)	0.3116340218053796
  (0, 686)	0.30104390529381503
  (0, 715)	0.2965602090046841
  (0, 1014)	0.3087427235638648
  (0, 1028)	0.23086893325584512
  (0, 791)	0.3116340218053796
  (0, 330)	0.21286867150660316
  (0, 897)	0.288749251567663
  (0, 561)	0.19152539993424048
  (0, 725)	0.19836314844648723
  (0, 263)	0.2142060715327781
  (0, 524)	0.2604685450046756
  (0, 295)	0.20672211973606885
  (0, 766)	0.16671863741560697
  (0, 688)	0.18099992928355196
  (0, 241)	0.2044816742080916
  (0, 783)	0.12255797527595227",24,22,23,22,8,4.625,4.090909090909091,134,5,0,-1
78,K: ong  53.69. Trailing Stop  52.16 from 2 prior Stops of 51.25 and 51.05 -  ,"['k', ':', 'ong', '53.69', '.', 'trailing', 'stop', '52.16', '2', 'prior', 'stop', '51.25', '51.05', '-']","  (0, 97)	0.2684846452413578
  (0, 77)	0.5157813054716763
  (0, 6)	0.25607832616899007
  (0, 78)	0.22819920390176793
  (0, 81)	0.26178970367916604
  (0, 19)	0.22038147582041376
  (0, 882)	0.2543465745960194
  (0, 1108)	0.2427178860456193
  (0, 881)	0.24809994633151577
  (0, 1045)	0.33310342321584746
  (0, 1107)	0.2427178860456193
  (0, 37)	0.19991815328014753
  (0, 800)	0.1792705893420206",15,14,15,13,3,3.933333333333333,3.5,77,7,1,1
79,DDD SSY Stops honored.  So be it. Now.... must.not.become.bearshitter.,"['ddd', 'ssy', 'stop', 'honored', '.', '.', '...', 'must.not.become.bearshitter', '.']","  (0, 732)	0.6748022018409613
  (0, 366)	0.49822653828049857
  (0, 1045)	0.4106499760696093
  (0, 766)	0.35746174913919193",9,9,9,7,2,6.777777777777778,5.555555555555555,70,10,0,-1
80,BAC Big Boys come In Buying arge Block !!!!,"['bac', 'big', 'boy', 'come', 'buying', 'arge', 'block', '!', '!', '!']","  (0, 305)	0.38302960948557296
  (0, 240)	0.5097906263837843
  (0, 224)	0.34040929550542837
  (0, 259)	0.3688558556675091
  (0, 229)	0.498070471000095
  (0, 198)	0.3056051548969512",9,10,9,8,1,3.888888888888889,3.1,43,4,0,1
81,"54 Short Ideas to prepare for the next correction,  BID COX SV GD FXE PB WTW HF FCX CF MNST #Prepare","['54', 'short', 'idea', 'prepare', 'next', 'correction', ',', 'bid', 'cox', 'sv', 'gd', 'fxe', 'pb', 'wtw', 'hf', 'fcx', 'cf', 'mnst', '#prepare']","  (0, 560)	0.33502392040460477
  (0, 336)	0.3390843143029442
  (0, 501)	0.2837570770574364
  (0, 284)	0.28507167361829855
  (0, 1059)	0.30077318144181264
  (0, 223)	0.2800218767527345
  (0, 747)	0.20891248239191795
  (0, 581)	0.2878174709557759
  (0, 82)	0.3111861957573775
  (0, 455)	0.2938471482720862
  (0, 328)	0.32461090608904
  (0, 987)	0.164564720763273",21,19,21,19,3,3.761904761904762,3.6842105263157894,100,2,1,-1
82,AAP Cover my Short B4 Conference !,"['aap', 'cover', 'short', 'conference', '!']","  (0, 332)	0.6139751003326092
  (0, 309)	0.6690185128188755
  (0, 987)	0.32468869866134786
  (0, 128)	0.264624365164629",7,5,7,5,1,4.0,4.8,34,1,0,-1
83,MON long setup  104. Earnings and rev growth will help build into Apr4 earnings. Tgt #1 106.50   ,"['mon', 'long', 'setup', '104', '.', 'earnings', 'rev', 'growth', 'help', 'build', 'apr', '4', 'earnings', '.', 'tgt', '#', '1', '106.50']","  (0, 929)	0.3733652885604625
